timestamp,season,demand_kwh,pv_production_kwh,price_buy_eur_kwh,price_sell_eur_kwh
2019-04-09 20:00:00,spring,8.7905,0.0,0.22,0.11
2019-04-09 21:00:00,spring,8.5426,0.0,0.18,0.09
2019-04-09 22:00:00,spring,8.1025,0.0,0.18,0.09
2019-04-09 23:00:00,spring,7.6951,0.0,0.18,0.09
2019-04-10 00:00:00,spring,7.2765,0.0,0.18,0.09
2019-04-10 01:00:00,spring,7.3425,0.0,0.18,0.09
2019-04-10 02:00:00,spring,7.4636,0.0,0.18,0.09
2019-04-10 03:00:00,spring,7.7103,0.0,0.18,0.09
2019-04-10 04:00:00,spring,8.2393,0.0,0.18,0.09
2019-04-10 05:00:00,spring,9.1609,0.0,0.18,0.09
2019-04-10 06:00:00,spring,10.2089,0.718,0.18,0.09
2019-04-10 07:00:00,spring,10.7195,4.7796,0.18,0.09
2019-04-10 08:00:00,spring,12.7024,10.3271,0.22,0.11
2019-04-10 09:00:00,spring,11.7376,16.2818,0.22,0.11
2019-04-10 10:00:00,spring,10.8798,21.784,0.22,0.11
2019-04-10 11:00:00,spring,10.3882,26.0019,0.22,0.11
2019-04-10 12:00:00,spring,10.1486,28.1578,0.22,0.11
2019-04-10 13:00:00,spring,10.0051,27.6894,0.22,0.11
2019-04-10 14:00:00,spring,9.8974,24.4659,0.22,0.11
2019-04-10 15:00:00,spring,9.839,18.942,0.22,0.11
2019-04-10 16:00:00,spring,9.8858,12.1529,0.22,0.11
2019-04-10 17:00:00,spring,10.1033,5.5445,0.22,0.11
2019-04-10 18:00:00,spring,10.4924,0.8018,0.22,0.11
2019-04-10 19:00:00,spring,8.5154,0.0,0.22,0.11
2019-04-10 20:00:00,spring,8.749,0.0,0.22,0.11
2019-04-10 21:00:00,spring,8.675,0.0,0.18,0.09
2019-04-10 22:00:00,spring,8.3941,0.0,0.18,0.09
2019-04-10 23:00:00,spring,8.1138,0.0,0.18,0.09
2019-04-11 00:00:00,spring,7.7735,0.0,0.18,0.09
2019-04-11 01:00:00,spring,7.8684,0.0,0.18,0.09
2019-04-11 02:00:00,spring,7.9606,0.0,0.18,0.09
2019-04-11 03:00:00,spring,8.1236,0.0,0.18,0.09
2019-04-11 04:00:00,spring,8.5233,0.0,0.18,0.09
2019-04-11 05:00:00,spring,9.2845,0.0,0.18,0.09
2019-04-11 06:00:00,spring,10.1585,0.5805,0.18,0.09
2019-04-11 07:00:00,spring,10.5006,3.8704,0.18,0.09
2019-04-11 08:00:00,spring,12.3391,8.4041,0.22,0.11
2019-04-11 09:00:00,spring,11.2699,13.1317,0.22,0.11
2019-04-11 10:00:00,spring,10.3592,17.6424,0.22,0.11
2019-04-11 11:00:00,spring,9.872,21.2016,0.22,0.11
2019-04-11 12:00:00,spring,9.6936,23.1257,0.22,0.11
2019-04-11 13:00:00,spring,9.6614,22.8891,0.22,0.11
2019-04-11 14:00:00,spring,9.7029,20.3243,0.22,0.11
2019-04-11 15:00:00,spring,9.815,15.7802,0.22,0.11
2019-04-11 16:00:00,spring,10.035,10.1294,0.22,0.11
2019-04-11 17:00:00,spring,10.4094,4.6127,0.22,0.11
2019-04-11 18:00:00,spring,10.9216,0.6643,0.22,0.11
2019-04-11 19:00:00,spring,9.0203,0.0,0.22,0.11
2019-04-11 20:00:00,spring,9.2742,0.0,0.22,0.11
2019-04-11 21:00:00,spring,9.1626,0.0,0.18,0.09
2019-04-11 22:00:00,spring,8.7905,0.0,0.18,0.09
2019-04-11 23:00:00,spring,8.3754,0.0,0.18,0.09
2019-04-12 00:00:00,spring,7.88,0.0,0.18,0.09
2019-04-12 01:00:00,spring,7.8006,0.0,0.18,0.09
2019-04-12 02:00:00,spring,7.7258,0.0,0.18,0.09
2019-04-12 03:00:00,spring,7.7478,0.0,0.18,0.09
2019-04-12 04:00:00,spring,8.0479,0.0,0.18,0.09
2019-04-12 05:00:00,spring,8.7617,0.0,0.18,0.09
2019-04-12 06:00:00,spring,9.6459,0.6533,0.18,0.09
2019-04-12 07:00:00,spring,10.0546,4.3416,0.18,0.09
2019-04-12 08:00:00,spring,12.0089,9.3758,0.22,0.11
2019-04-12 09:00:00,spring,11.0918,14.7955,0.22,0.11
2019-04-12 10:00:00,spring,10.3527,19.837,0.22,0.11
2019-04-12 11:00:00,spring,10.0379,23.7452,0.22,0.11
2019-04-12 12:00:00,spring,10.0137,25.7922,0.22,0.11
2019-04-12 13:00:00,spring,10.1004,25.4327,0.22,0.11
2019-04-12 14:00:00,spring,10.2125,22.5189,0.22,0.11
2019-04-12 15:00:00,spring,10.3391,17.4556,0.22,0.11
2019-04-12 16:00:00,spring,10.5159,11.2016,0.22,0.11
2019-04-12 17:00:00,spring,10.794,5.1065,0.22,0.11
2019-04-12 18:00:00,spring,11.1677,0.7371,0.22,0.11
2019-04-12 19:00:00,spring,9.1009,0.0,0.22,0.11
2019-04-12 20:00:00,spring,9.1803,0.0,0.22,0.11
2019-04-12 21:00:00,spring,8.9046,0.0,0.18,0.09
2019-04-12 22:00:00,spring,8.3968,0.0,0.18,0.09
2019-04-12 23:00:00,spring,7.8892,0.0,0.18,0.09
2019-04-13 00:00:00,spring,7.3556,0.0,0.18,0.09
2019-04-13 01:00:00,spring,7.2921,0.0,0.18,0.09
2019-04-13 02:00:00,spring,7.2894,0.0,0.18,0.09
2019-04-13 03:00:00,spring,7.4314,0.0,0.18,0.09
2019-04-13 04:00:00,spring,7.8863,0.0,0.18,0.09
2019-04-13 05:00:00,spring,8.7728,0.0,0.18,0.09
2019-04-13 06:00:00,spring,9.8284,0.853,0.18,0.09
2019-04-13 07:00:00,spring,10.3884,5.6948,0.18,0.09
2019-04-13 08:00:00,spring,12.4573,12.3142,0.22,0.11
2019-04-13 09:00:00,spring,11.6054,19.3868,0.22,0.11
2019-04-13 10:00:00,spring,10.875,25.8513,0.22,0.11
2019-04-13 11:00:00,spring,10.5114,30.7161,0.22,0.11
2019-04-13 12:00:00,spring,10.3862,33.0996,0.22,0.11
2019-04-13 13:00:00,spring,10.331,32.4035,0.22,0.11
2019-04-13 14:00:00,spring,10.2757,28.5332,0.22,0.11
2019-04-13 15:00:00,spring,10.228,22.047,0.22,0.11
2019-04-13 16:00:00,spring,10.2427,14.1401,0.22,0.11
2019-04-13 17:00:00,spring,10.3889,6.4597,0.22,0.11
2019-04-13 18:00:00,spring,10.6752,0.9368,0.22,0.11
2019-04-13 19:00:00,spring,8.5752,0.0,0.22,0.11
2019-04-13 20:00:00,spring,8.6793,0.0,0.22,0.11
2019-04-13 21:00:00,spring,8.4834,0.0,0.18,0.09
2019-04-13 22:00:00,spring,8.1018,0.0,0.18,0.09
2019-04-13 23:00:00,spring,7.753,0.0,0.18,0.09
2019-04-14 00:00:00,spring,7.3842,0.0,0.18,0.09
2019-04-14 01:00:00,spring,7.491,0.0,0.18,0.09
2019-04-14 02:00:00,spring,7.6366,0.0,0.18,0.09
2019-04-14 03:00:00,spring,7.8887,0.0,0.18,0.09
2019-04-14 04:00:00,spring,8.4034,0.0,0.18,0.09
2019-04-14 05:00:00,spring,9.2928,0.0,0.18,0.09
2019-04-14 06:00:00,spring,10.2939,0.9505,0.18,0.09
2019-04-14 07:00:00,spring,10.7484,6.3557,0.18,0.09
2019-04-14 08:00:00,spring,10.272,13.7494,0.22,0.11
2019-04-14 09:00:00,spring,9.2512,21.6294,0.22,0.11
2019-04-14 10:00:00,spring,8.3469,28.7888,0.22,0.11
2019-04-14 11:00:00,spring,7.8234,34.1208,0.22,0.11
2019-04-14 12:00:00,spring,7.5701,36.6688,0.22,0.11
2019-04-14 13:00:00,spring,7.4326,35.8082,0.22,0.11
2019-04-14 14:00:00,spring,7.3498,31.4707,0.22,0.11
2019-04-14 15:00:00,spring,7.3326,24.2895,0.22,0.11
2019-04-14 16:00:00,spring,7.4323,15.5752,0.22,0.11
2019-04-14 17:00:00,spring,7.7086,7.1206,0.22,0.11
2019-04-14 18:00:00,spring,8.1559,1.0343,0.22,0.11
2019-04-14 19:00:00,spring,8.6301,0.0,0.22,0.11
2019-04-14 20:00:00,spring,8.9023,0.0,0.22,0.11
2019-04-14 21:00:00,spring,8.85,0.0,0.18,0.09
2019-04-14 22:00:00,spring,8.5716,0.0,0.18,0.09
2019-04-14 23:00:00,spring,8.2742,0.0,0.18,0.09
