timestamp,season,demand_kwh,pv_production_kwh,price_buy_eur_kwh,price_sell_eur_kwh
2019-01-08 10:00:00,winter,11.1392,11.0096,0.235,0.1175
2019-01-08 11:00:00,winter,10.8212,16.1599,0.235,0.1175
2019-01-08 12:00:00,winter,10.7514,18.4833,0.235,0.1175
2019-01-08 13:00:00,winter,10.7556,16.9953,0.235,0.1175
2019-01-08 14:00:00,winter,10.7569,12.0828,0.235,0.1175
2019-01-08 15:00:00,winter,10.7569,5.582,0.235,0.1175
2019-01-08 16:00:00,winter,10.8051,0.4869,0.235,0.1175
2019-01-08 17:00:00,winter,10.9669,0.0,0.235,0.1175
2019-01-08 18:00:00,winter,12.0492,0.0,0.235,0.1175
2019-01-08 19:00:00,winter,9.9261,0.0,0.235,0.1175
2019-01-08 20:00:00,winter,9.9905,0.0,0.235,0.1175
2019-01-08 21:00:00,winter,9.7426,0.0,0.195,0.0975
2019-01-08 22:00:00,winter,9.3025,0.0,0.195,0.0975
2019-01-08 23:00:00,winter,8.8951,0.0,0.195,0.0975
2019-01-09 00:00:00,winter,8.4765,0.0,0.195,0.0975
2019-01-09 01:00:00,winter,8.5425,0.0,0.195,0.0975
2019-01-09 02:00:00,winter,8.6636,0.0,0.195,0.0975
2019-01-09 03:00:00,winter,8.9103,0.0,0.195,0.0975
2019-01-09 04:00:00,winter,9.4393,0.0,0.195,0.0975
2019-01-09 05:00:00,winter,10.3609,0.0,0.195,0.0975
2019-01-09 06:00:00,winter,11.4089,0.0,0.195,0.0975
2019-01-09 07:00:00,winter,11.1195,0.0,0.195,0.0975
2019-01-09 08:00:00,winter,13.1024,0.3363,0.235,0.1175
2019-01-09 09:00:00,winter,12.1376,3.8981,0.235,0.1175
2019-01-09 10:00:00,winter,11.2798,8.7172,0.235,0.1175
2019-01-09 11:00:00,winter,10.7882,12.8727,0.235,0.1175
2019-01-09 12:00:00,winter,10.5486,14.8199,0.235,0.1175
2019-01-09 13:00:00,winter,10.4051,13.7081,0.235,0.1175
2019-01-09 14:00:00,winter,10.2974,9.7904,0.235,0.1175
2019-01-09 15:00:00,winter,10.239,4.5349,0.235,0.1175
2019-01-09 16:00:00,winter,10.2858,0.3957,0.235,0.1175
2019-01-09 17:00:00,winter,10.5033,0.0,0.235,0.1175
2019-01-09 18:00:00,winter,11.6924,0.0,0.235,0.1175
2019-01-09 19:00:00,winter,9.7154,0.0,0.235,0.1175
2019-01-09 20:00:00,winter,9.949,0.0,0.235,0.1175
2019-01-09 21:00:00,winter,9.875,0.0,0.195,0.0975
2019-01-09 22:00:00,winter,9.5941,0.0,0.195,0.0975
2019-01-09 23:00:00,winter,9.3138,0.0,0.195,0.0975
2019-01-10 00:00:00,winter,8.9735,0.0,0.195,0.0975
2019-01-10 01:00:00,winter,9.0684,0.0,0.195,0.0975
2019-01-10 02:00:00,winter,9.1606,0.0,0.195,0.0975
2019-01-10 03:00:00,winter,9.3236,0.0,0.195,0.0975
2019-01-10 04:00:00,winter,9.7233,0.0,0.195,0.0975
2019-01-10 05:00:00,winter,10.4845,0.0,0.195,0.0975
2019-01-10 06:00:00,winter,11.3585,0.0,0.195,0.0975
2019-01-10 07:00:00,winter,10.9006,0.0,0.195,0.0975
2019-01-10 08:00:00,winter,12.7391,0.2737,0.235,0.1175
2019-01-10 09:00:00,winter,11.6699,3.1439,0.235,0.1175
2019-01-10 10:00:00,winter,10.7592,7.0598,0.235,0.1175
2019-01-10 11:00:00,winter,10.272,10.4962,0.235,0.1175
2019-01-10 12:00:00,winter,10.0936,12.1714,0.235,0.1175
2019-01-10 13:00:00,winter,10.0614,11.3316,0.235,0.1175
2019-01-10 14:00:00,winter,10.1029,8.133,0.235,0.1175
2019-01-10 15:00:00,winter,10.215,3.778,0.235,0.1175
2019-01-10 16:00:00,winter,10.435,0.3299,0.235,0.1175
2019-01-10 17:00:00,winter,10.8094,0.0,0.235,0.1175
2019-01-10 18:00:00,winter,12.1216,0.0,0.235,0.1175
2019-01-10 19:00:00,winter,10.2203,0.0,0.235,0.1175
2019-01-10 20:00:00,winter,10.4742,0.0,0.235,0.1175
2019-01-10 21:00:00,winter,10.3626,0.0,0.195,0.0975
2019-01-10 22:00:00,winter,9.9905,0.0,0.195,0.0975
2019-01-10 23:00:00,winter,9.5754,0.0,0.195,0.0975
2019-01-11 00:00:00,winter,9.08,0.0,0.195,0.0975
2019-01-11 01:00:00,winter,9.0006,0.0,0.195,0.0975
2019-01-11 02:00:00,winter,8.9258,0.0,0.195,0.0975
2019-01-11 03:00:00,winter,8.9478,0.0,0.195,0.0975
2019-01-11 04:00:00,winter,9.2479,0.0,0.195,0.0975
2019-01-11 05:00:00,winter,9.9617,0.0,0.195,0.0975
2019-01-11 06:00:00,winter,10.8459,0.0,0.195,0.0975
2019-01-11 07:00:00,winter,10.4546,0.0,0.195,0.0975
2019-01-11 08:00:00,winter,12.4089,0.3053,0.235,0.1175
2019-01-11 09:00:00,winter,11.4918,3.5422,0.235,0.1175
2019-01-11 10:00:00,winter,10.7527,7.938,0.235,0.1175
2019-01-11 11:00:00,winter,10.4379,11.7555,0.235,0.1175
2019-01-11 12:00:00,winter,10.4137,13.5748,0.235,0.1175
2019-01-11 13:00:00,winter,10.5004,12.5909,0.235,0.1175
2019-01-11 14:00:00,winter,10.6125,9.0112,0.235,0.1175
2019-01-11 15:00:00,winter,10.7391,4.1791,0.235,0.1175
2019-01-11 16:00:00,winter,10.9159,0.3648,0.235,0.1175
2019-01-11 17:00:00,winter,11.194,0.0,0.235,0.1175
2019-01-11 18:00:00,winter,12.3677,0.0,0.235,0.1175
2019-01-11 19:00:00,winter,10.3009,0.0,0.235,0.1175
2019-01-11 20:00:00,winter,10.3803,0.0,0.235,0.1175
2019-01-11 21:00:00,winter,10.1046,0.0,0.195,0.0975
2019-01-11 22:00:00,winter,9.5968,0.0,0.195,0.0975
2019-01-11 23:00:00,winter,9.0892,0.0,0.195,0.0975
2019-01-12 00:00:00,winter,8.5556,0.0,0.195,0.0975
2019-01-12 01:00:00,winter,8.4921,0.0,0.195,0.0975
2019-01-12 02:00:00,winter,8.4894,0.0,0.195,0.0975
2019-01-12 03:00:00,winter,8.6314,0.0,0.195,0.0975
2019-01-12 04:00:00,winter,9.0863,0.0,0.195,0.0975
2019-01-12 05:00:00,winter,9.9728,0.0,0.195,0.0975
2019-01-12 06:00:00,winter,11.0284,0.0,0.195,0.0975
2019-01-12 07:00:00,winter,10.7884,0.0,0.195,0.0975
2019-01-12 08:00:00,winter,12.8573,0.401,0.235,0.1175
2019-01-12 09:00:00,winter,12.0054,4.6414,0.235,0.1175
2019-01-12 10:00:00,winter,11.275,10.3447,0.235,0.1175
2019-01-12 11:00:00,winter,10.9114,15.2065,0.235,0.1175
2019-01-12 12:00:00,winter,10.7862,17.4209,0.235,0.1175
2019-01-12 13:00:00,winter,10.731,16.0419,0.235,0.1175
2019-01-12 14:00:00,winter,10.6757,11.4179,0.235,0.1175
2019-01-12 15:00:00,winter,10.628,5.2783,0.235,0.1175
2019-01-12 16:00:00,winter,10.6427,0.4605,0.235,0.1175
2019-01-12 17:00:00,winter,10.7889,0.0,0.235,0.1175
2019-01-12 18:00:00,winter,11.8752,0.0,0.235,0.1175
2019-01-12 19:00:00,winter,9.7752,0.0,0.235,0.1175
2019-01-12 20:00:00,winter,9.8793,0.0,0.235,0.1175
2019-01-12 21:00:00,winter,9.6834,0.0,0.195,0.0975
2019-01-12 22:00:00,winter,9.3018,0.0,0.195,0.0975
2019-01-12 23:00:00,winter,8.953,0.0,0.195,0.0975
2019-01-13 00:00:00,winter,8.5842,0.0,0.195,0.0975
2019-01-13 01:00:00,winter,8.691,0.0,0.195,0.0975
2019-01-13 02:00:00,winter,8.8366,0.0,0.195,0.0975
2019-01-13 03:00:00,winter,9.0887,0.0,0.195,0.0975
2019-01-13 04:00:00,winter,9.6034,0.0,0.195,0.0975
2019-01-13 05:00:00,winter,10.4928,0.0,0.195,0.0975
2019-01-13 06:00:00,winter,11.4939,0.0,0.195,0.0975
2019-01-13 07:00:00,winter,11.1484,0.0,0.195,0.0975
2019-01-13 08:00:00,winter,10.672,0.4477,0.235,0.1175
2019-01-13 09:00:00,winter,9.6512,5.1783,0.235,0.1175
2019-01-13 10:00:00,winter,8.7469,11.5202,0.235,0.1175
2019-01-13 11:00:00,winter,8.2234,16.8921,0.235,0.1175
2019-01-13 12:00:00,winter,7.9701,19.2994,0.235,0.1175
2019-01-13 13:00:00,winter,7.8326,17.7275,0.235,0.1175
2019-01-13 14:00:00,winter,7.7498,12.5934,0.235,0.1175
2019-01-13 15:00:00,winter,7.7326,5.8152,0.235,0.1175
2019-01-13 16:00:00,winter,7.8323,0.5072,0.235,0.1175
2019-01-13 17:00:00,winter,8.1086,0.0,0.235,0.1175
2019-01-13 18:00:00,winter,9.3559,0.0,0.235,0.1175
2019-01-13 19:00:00,winter,9.8301,0.0,0.235,0.1175
2019-01-13 20:00:00,winter,10.1023,0.0,0.235,0.1175
2019-01-13 21:00:00,winter,10.05,0.0,0.195,0.0975
2019-01-13 22:00:00,winter,9.7716,0.0,0.195,0.0975
2019-01-13 23:00:00,winter,9.4742,0.0,0.195,0.0975
