timestamp,season,demand_kwh,pv_production_kwh,price_buy_eur_kwh,price_sell_eur_kwh
2019-07-10 09:00:00,summer,12.6376,23.7865,0.22,0.11
2019-07-10 10:00:00,summer,11.7798,29.1709,0.22,0.11
2019-07-10 11:00:00,summer,12.5882,33.3015,0.22,0.11
2019-07-10 12:00:00,summer,12.3486,35.5678,0.22,0.11
2019-07-10 13:00:00,summer,12.2051,35.4627,0.22,0.11
2019-07-10 14:00:00,summer,12.0974,32.7623,0.22,0.11
2019-07-10 15:00:00,summer,12.039,27.6727,0.22,0.11
2019-07-10 16:00:00,summer,12.0858,20.8682,0.22,0.11
2019-07-10 17:00:00,summer,12.3033,13.3947,0.22,0.11
2019-07-10 18:00:00,summer,11.3924,6.4833,0.22,0.11
2019-07-10 19:00:00,summer,9.4154,1.4122,0.22,0.11
2019-07-10 20:00:00,summer,9.649,0.0,0.22,0.11
2019-07-10 21:00:00,summer,9.575,0.0,0.18,0.09
2019-07-10 22:00:00,summer,9.2941,0.0,0.18,0.09
2019-07-10 23:00:00,summer,9.0138,0.0,0.18,0.09
2019-07-11 00:00:00,summer,8.6735,0.0,0.18,0.09
2019-07-11 01:00:00,summer,8.7684,0.0,0.18,0.09
2019-07-11 02:00:00,summer,8.8606,0.0,0.18,0.09
2019-07-11 03:00:00,summer,9.0236,0.0,0.18,0.09
2019-07-11 04:00:00,summer,9.4233,0.0,0.18,0.09
2019-07-11 05:00:00,summer,10.1845,1.0878,0.18,0.09
2019-07-11 06:00:00,summer,11.0585,4.6936,0.18,0.09
2019-07-11 07:00:00,summer,11.4006,9.3502,0.18,0.09
2019-07-11 08:00:00,summer,13.2391,14.431,0.22,0.11
2019-07-11 09:00:00,summer,12.1699,19.1843,0.22,0.11
2019-07-11 10:00:00,summer,11.2592,23.6249,0.22,0.11
2019-07-11 11:00:00,summer,12.072,27.1536,0.22,0.11
2019-07-11 12:00:00,summer,11.8936,29.2114,0.22,0.11
2019-07-11 13:00:00,summer,11.8614,29.3148,0.22,0.11
2019-07-11 14:00:00,summer,11.9029,27.2163,0.22,0.11
2019-07-11 15:00:00,summer,12.015,23.0537,0.22,0.11
2019-07-11 16:00:00,summer,12.235,17.3936,0.22,0.11
2019-07-11 17:00:00,summer,12.6094,11.1435,0.22,0.11
2019-07-11 18:00:00,summer,11.8216,5.3715,0.22,0.11
2019-07-11 19:00:00,summer,9.9203,1.1632,0.22,0.11
2019-07-11 20:00:00,summer,10.1742,0.0,0.22,0.11
2019-07-11 21:00:00,summer,10.0626,0.0,0.18,0.09
2019-07-11 22:00:00,summer,9.6905,0.0,0.18,0.09
2019-07-11 23:00:00,summer,9.2754,0.0,0.18,0.09
2019-07-12 00:00:00,summer,8.78,0.0,0.18,0.09
2019-07-12 01:00:00,summer,8.7006,0.0,0.18,0.09
2019-07-12 02:00:00,summer,8.6258,0.0,0.18,0.09
2019-07-12 03:00:00,summer,8.6478,0.0,0.18,0.09
2019-07-12 04:00:00,summer,8.9479,0.0,0.18,0.09
2019-07-12 05:00:00,summer,9.6617,1.2198,0.18,0.09
2019-07-12 06:00:00,summer,10.5459,5.2827,0.18,0.09
2019-07-12 07:00:00,summer,10.9546,10.4885,0.18,0.09
2019-07-12 08:00:00,summer,12.9089,16.0996,0.22,0.11
2019-07-12 09:00:00,summer,11.9918,21.615,0.22,0.11
2019-07-12 10:00:00,summer,11.2527,26.5637,0.22,0.11
2019-07-12 11:00:00,summer,12.2379,30.4113,0.22,0.11
2019-07-12 12:00:00,summer,12.2137,32.5796,0.22,0.11
2019-07-12 13:00:00,summer,12.3004,32.5725,0.22,0.11
2019-07-12 14:00:00,summer,12.4125,30.1551,0.22,0.11
2019-07-12 15:00:00,summer,12.5391,25.5013,0.22,0.11
2019-07-12 16:00:00,summer,12.7159,19.2347,0.22,0.11
2019-07-12 17:00:00,summer,12.994,12.3364,0.22,0.11
2019-07-12 18:00:00,summer,12.0677,5.9606,0.22,0.11
2019-07-12 19:00:00,summer,10.0009,1.2952,0.22,0.11
2019-07-12 20:00:00,summer,10.0803,0.0,0.22,0.11
2019-07-12 21:00:00,summer,9.8046,0.0,0.18,0.09
2019-07-12 22:00:00,summer,9.2968,0.0,0.18,0.09
2019-07-12 23:00:00,summer,8.7892,0.0,0.18,0.09
2019-07-13 00:00:00,summer,8.2556,0.0,0.18,0.09
2019-07-13 01:00:00,summer,8.1921,0.0,0.18,0.09
2019-07-13 02:00:00,summer,8.1894,0.0,0.18,0.09
2019-07-13 03:00:00,summer,8.3314,0.0,0.18,0.09
2019-07-13 04:00:00,summer,8.7863,0.0,0.18,0.09
2019-07-13 05:00:00,summer,9.6728,1.5815,0.18,0.09
2019-07-13 06:00:00,summer,10.7284,6.8972,0.18,0.09
2019-07-13 07:00:00,summer,11.2884,13.7577,0.18,0.09
2019-07-13 08:00:00,summer,13.3573,21.1452,0.22,0.11
2019-07-13 09:00:00,summer,12.5054,28.3226,0.22,0.11
2019-07-13 10:00:00,summer,11.775,34.6174,0.22,0.11
2019-07-13 11:00:00,summer,12.7114,39.3391,0.22,0.11
2019-07-13 12:00:00,summer,12.5862,41.8101,0.22,0.11
2019-07-13 13:00:00,summer,12.531,41.5002,0.22,0.11
2019-07-13 14:00:00,summer,12.4757,38.2088,0.22,0.11
2019-07-13 15:00:00,summer,12.428,32.2089,0.22,0.11
2019-07-13 16:00:00,summer,12.4427,24.2804,0.22,0.11
2019-07-13 17:00:00,summer,12.5889,15.6056,0.22,0.11
2019-07-13 18:00:00,summer,11.5752,7.5751,0.22,0.11
2019-07-13 19:00:00,summer,9.4752,1.6569,0.22,0.11
2019-07-13 20:00:00,summer,9.5793,0.0,0.22,0.11
2019-07-13 21:00:00,summer,9.3834,0.0,0.18,0.09
2019-07-13 22:00:00,summer,9.0018,0.0,0.18,0.09
2019-07-13 23:00:00,summer,8.653,0.0,0.18,0.09
2019-07-14 00:00:00,summer,8.2842,0.0,0.18,0.09
2019-07-14 01:00:00,summer,8.391,0.0,0.18,0.09
2019-07-14 02:00:00,summer,8.5366,0.0,0.18,0.09
2019-07-14 03:00:00,summer,8.7887,0.0,0.18,0.09
2019-07-14 04:00:00,summer,9.3034,0.0,0.18,0.09
2019-07-14 05:00:00,summer,10.1928,1.7582,0.18,0.09
2019-07-14 06:00:00,summer,11.1939,7.6857,0.18,0.09
2019-07-14 07:00:00,summer,11.6484,15.3545,0.18,0.09
2019-07-14 08:00:00,summer,11.172,23.6096,0.22,0.11
2019-07-14 09:00:00,summer,10.1512,31.5988,0.22,0.11
2019-07-14 10:00:00,summer,9.2469,38.551,0.22,0.11
2019-07-14 11:00:00,summer,10.0234,43.6996,0.22,0.11
2019-07-14 12:00:00,summer,9.7701,46.3184,0.22,0.11
2019-07-14 13:00:00,summer,9.6326,45.8608,0.22,0.11
2019-07-14 14:00:00,summer,9.5498,42.1424,0.22,0.11
2019-07-14 15:00:00,summer,9.5326,35.485,0.22,0.11
2019-07-14 16:00:00,summer,9.6323,26.7448,0.22,0.11
2019-07-14 17:00:00,summer,9.9086,17.2024,0.22,0.11
2019-07-14 18:00:00,summer,9.0559,8.3636,0.22,0.11
2019-07-14 19:00:00,summer,9.5301,1.8335,0.22,0.11
2019-07-14 20:00:00,summer,9.8023,0.0,0.22,0.11
2019-07-14 21:00:00,summer,9.75,0.0,0.18,0.09
2019-07-14 22:00:00,summer,9.4716,0.0,0.18,0.09
2019-07-14 23:00:00,summer,9.1742,0.0,0.18,0.09
