timestamp,season,demand_kwh,pv_production_kwh,price_buy_eur_kwh,price_sell_eur_kwh
2019-10-11 06:00:00,autumn,10.2459,0.0,0.18,0.09
2019-10-11 07:00:00,autumn,10.6546,0.5065,0.18,0.09
2019-10-11 08:00:00,autumn,12.6089,3.9298,0.22,0.11
2019-10-11 09:00:00,autumn,11.6918,8.6146,0.22,0.11
2019-10-11 10:00:00,autumn,10.9527,13.3666,0.22,0.11
2019-10-11 11:00:00,autumn,10.6379,17.1393,0.22,0.11
2019-10-11 12:00:00,autumn,10.6137,19.0048,0.22,0.11
2019-10-11 13:00:00,autumn,10.7004,18.3572,0.22,0.11
2019-10-11 14:00:00,autumn,10.8125,15.1737,0.22,0.11
2019-10-11 15:00:00,autumn,10.9391,10.1635,0.22,0.11
2019-10-11 16:00:00,autumn,11.1159,4.6951,0.22,0.11
2019-10-11 17:00:00,autumn,11.394,0.5957,0.22,0.11
2019-10-11 18:00:00,autumn,11.7677,0.0,0.22,0.11
2019-10-11 19:00:00,autumn,9.7009,0.0,0.22,0.11
2019-10-11 20:00:00,autumn,9.7803,0.0,0.22,0.11
2019-10-11 21:00:00,autumn,9.5046,0.0,0.18,0.09
2019-10-11 22:00:00,autumn,8.9968,0.0,0.18,0.09
2019-10-11 23:00:00,autumn,8.4892,0.0,0.18,0.09
2019-10-12 00:00:00,autumn,7.9556,0.0,0.18,0.09
2019-10-12 01:00:00,autumn,7.8921,0.0,0.18,0.09
2019-10-12 02:00:00,autumn,7.8894,0.0,0.18,0.09
2019-10-12 03:00:00,autumn,8.0314,0.0,0.18,0.09
2019-10-12 04:00:00,autumn,8.4863,0.0,0.18,0.09
2019-10-12 05:00:00,autumn,9.3728,0.0,0.18,0.09
2019-10-12 06:00:00,autumn,10.4284,0.0,0.18,0.09
2019-10-12 07:00:00,autumn,10.9884,0.6644,0.18,0.09
2019-10-12 08:00:00,autumn,13.0573,5.1615,0.22,0.11
2019-10-12 09:00:00,autumn,12.2054,11.2879,0.22,0.11
2019-10-12 10:00:00,autumn,11.475,17.4191,0.22,0.11
2019-10-12 11:00:00,autumn,11.1114,22.1708,0.22,0.11
2019-10-12 12:00:00,autumn,10.9862,24.3892,0.22,0.11
2019-10-12 13:00:00,autumn,10.931,23.3888,0.22,0.11
2019-10-12 14:00:00,autumn,10.8757,19.2262,0.22,0.11
2019-10-12 15:00:00,autumn,10.828,12.8368,0.22,0.11
2019-10-12 16:00:00,autumn,10.8427,5.9267,0.22,0.11
2019-10-12 17:00:00,autumn,10.9889,0.7536,0.22,0.11
2019-10-12 18:00:00,autumn,11.2752,0.0,0.22,0.11
2019-10-12 19:00:00,autumn,9.1752,0.0,0.22,0.11
2019-10-12 20:00:00,autumn,9.2793,0.0,0.22,0.11
2019-10-12 21:00:00,autumn,9.0834,0.0,0.18,0.09
2019-10-12 22:00:00,autumn,8.7018,0.0,0.18,0.09
2019-10-12 23:00:00,autumn,8.353,0.0,0.18,0.09
2019-10-13 00:00:00,autumn,7.9842,0.0,0.18,0.09
2019-10-13 01:00:00,autumn,8.091,0.0,0.18,0.09
2019-10-13 02:00:00,autumn,8.2366,0.0,0.18,0.09
2019-10-13 03:00:00,autumn,8.4887,0.0,0.18,0.09
2019-10-13 04:00:00,autumn,9.0034,0.0,0.18,0.09
2019-10-13 05:00:00,autumn,9.8928,0.0,0.18,0.09
2019-10-13 06:00:00,autumn,10.8939,0.0,0.18,0.09
2019-10-13 07:00:00,autumn,11.3484,0.7415,0.18,0.09
2019-10-13 08:00:00,autumn,10.872,5.763,0.22,0.11
2019-10-13 09:00:00,autumn,9.8512,12.5936,0.22,0.11
2019-10-13 10:00:00,autumn,8.9469,19.3984,0.22,0.11
2019-10-13 11:00:00,autumn,8.4234,24.6283,0.22,0.11
2019-10-13 12:00:00,autumn,8.1701,27.0191,0.22,0.11
2019-10-13 13:00:00,autumn,8.0326,25.8463,0.22,0.11
2019-10-13 14:00:00,autumn,7.9498,21.2056,0.22,0.11
2019-10-13 15:00:00,autumn,7.9326,14.1425,0.22,0.11
2019-10-13 16:00:00,autumn,8.0323,6.5283,0.22,0.11
2019-10-13 17:00:00,autumn,8.3086,0.8307,0.22,0.11
2019-10-13 18:00:00,autumn,8.7559,0.0,0.22,0.11
2019-10-13 19:00:00,autumn,9.2301,0.0,0.22,0.11
2019-10-13 20:00:00,autumn,9.5023,0.0,0.22,0.11
2019-10-13 21:00:00,autumn,9.45,0.0,0.18,0.09
2019-10-13 22:00:00,autumn,9.1716,0.0,0.18,0.09
2019-10-13 23:00:00,autumn,8.8742,0.0,0.18,0.09
